# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
PMUL0823	2	I am leaving birmingham new street , coming into Cambridge .	Just to clarify , are you leaving Cambridge , or coming into Cambridge ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sunday	birmingham new street	cambridge	none
PMUL0823	3	I can depart any time after 17:15 . What 's the first train that leaves after this time ?	There are 19 trains departing Birmingham New Street for Cambridge on Sunday . What 's your preferred departure time ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
PMUL0823	4	At what time will that train arrive ?	The TR5797 leaves Birmingham New Street at 17:40 . Would you like me to book you a seat on that train ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
PMUL0823	5	i need a train that leaves before 17:15 if possible .	That train will arrive at 20:23 .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
PMUL0823	6	No , thank you . I will have to verify with a friend if we can make TR5797 .  Can you help with finding an Indian restaurant in the east area of town ?	There are no trains that leave before 07:15 . TR 5797 is the earliest train there is that day . Would you like to book this one ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	indian	none	none	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
PMUL0823	7	Any is fine , I just need the postcode and address of it .	Would you prefer moderate or expensive price range ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	indian	none	do not care	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
PMUL0823	8	Thank you for your help . That is all I need for now .	Curry prince is the first listed . It 's located at 451 Newmarket Road Fen Ditton . cb58jj is the postcode .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	indian	none	do not care	none	none	none	none	none	none	sunday	birmingham new street	cambridge	17:15
SNG01421	0	Am injured and are looking for a hospital nearby it should have the neurology neurosurgery department		none	none	none	none	none	none	none	neurology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG01421	1	No , I just need the postcode , please .	Addenbrookes Hospital is located at Hills Rd , Cambridge and has a neurology department . Do you need the phone number ?	none	none	none	none	none	none	none	neurology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG01421	2	Thank you , I think that is all I needed .	The postcode is CB20QQ .	none	none	none	none	none	none	none	neurology	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL0192	0	I need a guesthouse in the cheap price range .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cheap	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL0192	1	Do any of these hotels have 4 stars ?	I have many results for a cheap guesthouse , would you like to narrow it down to stay in a particular area of the town ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cheap	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL0192	2	Any area is fine , but I 'd like to book rooms for 8 people . We 'll be staying 5 nights , beginning on Saturday . Can any of them accommodate that ?	Yes , in fact 7 of the 9 hotels in your search criteria have 4 stars . Would you like to narrow your search by area ?	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL0192	3	Yes , I am also looking for a restaurant called The Nirala .	I was able to get you rooms at the Alexander Bed & Breakfast . Reference number is : HREOM15W . Can I be of further assistance today ?	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	none	none	none	none	nirala	none	none	none	none	none	none	none	none	none	none	none
MUL0192	4	I 'd like to book a table there for 8 at 16:00 on Saturday , please .	The nirala serves indian food in the north side of town . It is located at 7 Milton Road Chesterton , phone 01223360966 . Is there anything else I can help with ?	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	saturday	8	16:00	none	nirala	none	none	none	none	none	none	none	none	none	none	none
MUL0192	5	Yes , see if 15:00 is available .	I am sorry , I was unable to reserve a table for that time on Saturday , would you like to try a different time slot ?	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	saturday	8	15:00	none	nirala	none	none	none	none	none	none	none	none	none	none	none
MUL0192	6	Could you please provide the reference number ?	Booking was a success !	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	saturday	8	15:00	none	nirala	none	none	none	none	none	none	none	none	none	none	none
MUL0192	7	Great - that 's all I need today . Thanks for your help !	Sure thing . The reference number is Z1YHIR0Y .	none	none	none	none	none	none	none	none	none	saturday	8	5	none	none	none	cheap	none	guest house	none	saturday	8	15:00	none	nirala	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	0	I need to find a moderately priced place to stay .		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	moderate	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	1	I would like a 4 star place to stay in but I do n't need parking .	There are 3 hotels and 12 guesthouses in the moderate price range . What type of place do you want to stay at ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	do not care	moderate	4	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	2	I 'm not concerned about area , but I do need a hotel .	Depending on location , you have quite a few options .  Lets try narrowing down which area and other options you might want .  In the east area a and b guesthouse would be good .  There are several choices for north part of town .	none	none	none	none	none	none	none	none	none	none	none	none	none	none	do not care	moderate	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	3	Are you sure ?  It does NOT need to have free parking .	I have none that are in the moderate price range with 4 stars . Would you like to try a different search ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	no	moderate	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	4	I think a bed and breakfast would be fine . I just need a moderate price range 4 star place .	I 'm sorry , but I 'm sure there are no hotels matching your criteria . Would you like to search in any price range ?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	no	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	5	yes , i want to book it for 1 people and 2 nights starting from thursday .	Avalon is a 4 star guesthouse in the North .  It is moderately priced .  Would you like to book a room ?	none	none	none	none	none	none	none	none	none	thursday	1	2	none	avalon	no	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	6	I also need to book a table for 1 on Thursday at 16:45 at India House . Can you do that for me ?	I have that booked for you ! Booking was successful .  Reference number is : BQ10XUIJ .	none	none	none	none	none	none	none	none	none	thursday	1	2	none	avalon	no	moderate	4	guest house	none	thursday	1	16:45	none	india house	none	none	none	none	none	none	none	none	none	none	none
PMUL0125	7	I will need a taxi that will take me from the Avalon to the India House by 16:45 , can you book that for me ?	Your table for 1 at India House this Thursday at 16:45 Booking was successful . The table will be reserved for 15 minutes . Your Reference number is : OSUO8YDY .	none	none	none	none	none	none	none	none	none	thursday	1	2	none	avalon	no	moderate	4	guest house	none	thursday	1	16:45	none	india house	none	16:45	avalon	india house	none	none	none	none	none	none	none
